ST Mokslo metai	ST Institucijos savivaldybės ID	ST Institucijos savivaldybė	ST Institucijos tipo ID	ST Institucijos tipas	ST Institucijos kodas	ST Institucijos pavadinimas	ST Studijų sritis	ST Mokslo sritis kodas	ST Mokslo sritis	ST Studijų pakopa ID	ST Studijų pakopa	ST Priimtųjų skaičius
2012-2013	2	Alytaus m. sav.	3911	Kolegija	111965327	Alytaus kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	131
2012-2013	2	Alytaus m. sav.	3911	Kolegija	111965327	Alytaus kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	158
2012-2013	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	566
2012-2013	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	18
2012-2013	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	91
2012-2013	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	1020
2012-2013	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	615
2012-2013	43	Kauno m. sav.	3911	Kolegija	111967869	Kauno technikos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	531
2012-2013	43	Kauno m. sav.	3911	Kolegija	111965512	V. A. Graičiūno aukštoji vadybos mokykla	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	108
2012-2013	43	Kauno m. sav.	3911	Kolegija	193038291	Viešoji įstaiga Kolpingo kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	12
2012-2013	43	Kauno m. sav.	3911	Kolegija	193038291	Viešoji įstaiga Kolpingo kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	93
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	274
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	73
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	50
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	603
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	1025
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	6
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	89
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	14
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	14
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	506
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	597
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		P000	Fiziniai mokslai	14	Trečiosios pakopos studijos	9
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	2
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	16
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	53
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	74
2012-2013	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos kūno kultūros akademija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	287
2012-2013	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos kūno kultūros akademija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	177
2012-2013	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos kūno kultūros akademija	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	58
2012-2013	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos kūno kultūros akademija	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	49
2012-2013	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos kūno kultūros akademija		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	5
2012-2013	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos kūno kultūros akademija		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	5
2012-2013	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	366
2012-2013	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	42
2012-2013	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	255
2012-2013	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	11
2012-2013	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			13	Vientisosios studijos	881
2012-2013	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	45
2012-2013	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas		A000	Žemės ūkio mokslai	14	Trečiosios pakopos studijos	9
2012-2013	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			21	Profesinės studijos (rezidentūros)	259
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	65
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	112
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	420
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	67
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	912
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	67
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	43
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	39
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	116
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	12
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	395
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			13	Vientisosios studijos	175
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	6
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		P000	Fiziniai mokslai	14	Trečiosios pakopos studijos	4
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	20
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	27
2012-2013	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	100
2012-2013	63	Kauno r. sav.	3911	Kolegija	111967716	Kauno miškų ir aplinkos inžinerijos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	241
2012-2013	63	Kauno r. sav.	3911	Kolegija	111967716	Kauno miškų ir aplinkos inžinerijos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	125
2012-2013	63	Kauno r. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	88
2012-2013	63	Kauno r. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	25
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	250
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	234
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	129
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	114
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	96
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	167
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	2
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	4
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	10
2012-2013	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas		A000	Žemės ūkio mokslai	14	Trečiosios pakopos studijos	8
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	111968056	Klaipėdos valstybinė kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	259
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	111968056	Klaipėdos valstybinė kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	70
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	111968056	Klaipėdos valstybinė kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	640
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	111968056	Klaipėdos valstybinė kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	523
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	111960885	Klaipėdos verslo aukštoji mokykla, UAB	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	9
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	190968670	Lietuvos aukštoji jūreivystės mokykla	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	132
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	190968670	Lietuvos aukštoji jūreivystės mokykla	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	386
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	291828430	Viešoji įstaiga Lietuvos verslo kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	9
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	291828430	Viešoji įstaiga Lietuvos verslo kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	80
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	291823650	Viešoji įstaiga Socialinių mokslų kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	26
2012-2013	112	Klaipėdos m. sav.	3911	Kolegija	291823650	Viešoji įstaiga Socialinių mokslų kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	900
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	138
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	35
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	88
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	34
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	530
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	179
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	39
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	15
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	39
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	32
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	215
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	73
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	5
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	3
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	6
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	3
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	63
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	111966048	Viešoji įstaiga LCC TARPTAUTINIS UNIVERSITETAS	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	26
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	111966048	Viešoji įstaiga LCC TARPTAUTINIS UNIVERSITETAS	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	94
2012-2013	112	Klaipėdos m. sav.	3912	Universitetas	111966048	Viešoji įstaiga LCC TARPTAUTINIS UNIVERSITETAS	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	7
2012-2013	162	Marijampolės sav.	3911	Kolegija	211967140	Marijampolės kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	24
2012-2013	162	Marijampolės sav.	3911	Kolegija	211967140	Marijampolės kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	13
2012-2013	162	Marijampolės sav.	3911	Kolegija	211967140	Marijampolės kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	279
2012-2013	162	Marijampolės sav.	3911	Kolegija	211967140	Marijampolės kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	64
2012-2013	205	Panevėžio m. sav.	3911	Kolegija	111968437	Panevėžio kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	170
2012-2013	205	Panevėžio m. sav.	3911	Kolegija	111968437	Panevėžio kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	274
2012-2013	205	Panevėžio m. sav.	3911	Kolegija	111968437	Panevėžio kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	142
2012-2013	1197	Rietavo sav.	3911	Kolegija	111968394	Žemaitijos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	19
2012-2013	1197	Rietavo sav.	3911	Kolegija	111968394	Žemaitijos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	166
2012-2013	1197	Rietavo sav.	3911	Kolegija	111968394	Žemaitijos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	79
2012-2013	259	Šiaulių m. sav.	3911	Kolegija	111968241	Šiaulių valstybinė kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	230
2012-2013	259	Šiaulių m. sav.	3911	Kolegija	111968241	Šiaulių valstybinė kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	358
2012-2013	259	Šiaulių m. sav.	3911	Kolegija	111968241	Šiaulių valstybinė kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	335
2012-2013	259	Šiaulių m. sav.	3911	Kolegija	111966571	Viešoji įstaiga Šiaurės Lietuvos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	120
2012-2013	259	Šiaulių m. sav.	3911	Kolegija	111966571	Viešoji įstaiga Šiaurės Lietuvos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	28
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	47
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	32
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	74
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	36
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	380
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	105
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	8
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	9
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	28
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	22
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	266
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	21
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	3
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	8
2012-2013	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	123
2012-2013	449	Utenos r. sav.	3911	Kolegija	111965850	Utenos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	232
2012-2013	449	Utenos r. sav.	3911	Kolegija	111965850	Utenos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	262
2012-2013	449	Utenos r. sav.	3911	Kolegija	111965850	Utenos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	141
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111961987	"""Tarptautinė teisės ir verslo aukštoji mokykla"", UAB"	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	550
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	29
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	34
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	77
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111960928	Vilniaus dizaino kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	251
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	389
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	108
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	25
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	61
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	1392
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	575
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	211965470	Vilniaus kooperacijos kolegija, VšĮ	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	12
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	211965470	Vilniaus kooperacijos kolegija, VšĮ	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	179
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	211965470	Vilniaus kooperacijos kolegija, VšĮ	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	18
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111967673	Vilniaus technologijų ir dizaino kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	150
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111967673	Vilniaus technologijų ir dizaino kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	175
2012-2013	461	Vilniaus m. sav.	3911	Kolegija	111967673	Vilniaus technologijų ir dizaino kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	843
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	341
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	158
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	6
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111968775	"""KAZIMIERO SIMONAVIČIAUS UNIVERSITETAS"", UAB"	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	50
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111968775	"""KAZIMIERO SIMONAVIČIAUS UNIVERSITETAS"", UAB"	Socialinių mokslų studijų sritis			13	Vientisosios studijos	29
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	300975749	"Balstogės universiteto filialas ""Ekonomikos-informatikos fakultetas"""	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	40
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	300975749	"Balstogės universiteto filialas ""Ekonomikos-informatikos fakultetas"""	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	106
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211959040	Generolo Jono Žemaičio Lietuvos karo akademija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	76
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211959040	Generolo Jono Žemaičio Lietuvos karo akademija	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	30
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	67
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	866
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	6
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	8
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	31
