ST Mokslo metai	ST Institucijos savivaldybės ID	ST Institucijos savivaldybė	ST Institucijos tipo ID	ST Institucijos tipas	ST Institucijos kodas	ST Institucijos pavadinimas	ST Studijų sritis	ST Mokslo sritis kodas	ST Mokslo sritis	ST Studijų pakopa ID	ST Studijų pakopa	ST Priimtųjų skaičius
2014-2015	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	611
2014-2015	43	Kauno m. sav.	3911	Kolegija	111967869	Kauno technikos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	576
2014-2015	43	Kauno m. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	70
2014-2015	43	Kauno m. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	14
2014-2015	43	Kauno m. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	29
2014-2015	43	Kauno m. sav.	3911	Kolegija	111965512	V. A. Graičiūno aukštoji vadybos mokykla	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	53
2014-2015	43	Kauno m. sav.	3911	Kolegija	193038291	Viešoji įstaiga Kolpingo kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	12
2014-2015	43	Kauno m. sav.	3911	Kolegija	193038291	Viešoji įstaiga Kolpingo kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	98
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	387
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	64
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	38
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	436
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	1190
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	6
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	69
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	14
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	9
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	478
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	692
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		P000	Fiziniai mokslai	14	Trečiosios pakopos studijos	10
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	3
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	12
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	46
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	28
2014-2015	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	361
2014-2015	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	112
2014-2015	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	62
2014-2015	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	50
2014-2015	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	7
2014-2015	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	3
2014-2015	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	433
2014-2015	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	38
2014-2015	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	220
2014-2015	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			13	Vientisosios studijos	811
2014-2015	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	49
2014-2015	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas		A000	Žemės ūkio mokslai	14	Trečiosios pakopos studijos	11
2014-2015	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			21	Profesinės studijos (rezidentūros)	286
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	54
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	59
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	319
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	77
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	885
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	98
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	30
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	39
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	125
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	19
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	384
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			13	Vientisosios studijos	139
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	10
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		P000	Fiziniai mokslai	14	Trečiosios pakopos studijos	3
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	11
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	16
2014-2015	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	77
2014-2015	63	Kauno r. sav.	3911	Kolegija	111967716	Kauno miškų ir aplinkos inžinerijos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	213
2014-2015	63	Kauno r. sav.	3911	Kolegija	111967716	Kauno miškų ir aplinkos inžinerijos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	132
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	447
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	314
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	212
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	104
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	85
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	145
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	1
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	4
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	6
2014-2015	63	Kauno r. sav.	3912	Universitetas	111950962	Aleksandro Stulginskio universitetas		A000	Žemės ūkio mokslai	14	Trečiosios pakopos studijos	8
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	111968056	Klaipėdos valstybinė kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	303
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	111968056	Klaipėdos valstybinė kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	50
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	111968056	Klaipėdos valstybinė kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	435
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	111968056	Klaipėdos valstybinė kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	432
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	190968670	Lietuvos aukštoji jūreivystės mokykla	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	89
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	190968670	Lietuvos aukštoji jūreivystės mokykla	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	315
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	291828430	Viešoji įstaiga Lietuvos verslo kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	8
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	291828430	Viešoji įstaiga Lietuvos verslo kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	145
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	291823650	Viešoji įstaiga Socialinių mokslų kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	21
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	291823650	Viešoji įstaiga Socialinių mokslų kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	9
2014-2015	112	Klaipėdos m. sav.	3911	Kolegija	291823650	Viešoji įstaiga Socialinių mokslų kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	776
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	213
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	26
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	82
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	44
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	310
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	128
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	30
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	16
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	38
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	22
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	221
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	72
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	8
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	8
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	5
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	211951150	Klaipėdos universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	3
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	111966048	Viešoji įstaiga LCC TARPTAUTINIS UNIVERSITETAS	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	20
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	111966048	Viešoji įstaiga LCC TARPTAUTINIS UNIVERSITETAS	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	115
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	111966048	Viešoji įstaiga LCC TARPTAUTINIS UNIVERSITETAS	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	4
2014-2015	112	Klaipėdos m. sav.	3912	Universitetas	111966048	Viešoji įstaiga LCC TARPTAUTINIS UNIVERSITETAS	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	10
2014-2015	162	Marijampolės sav.	3911	Kolegija	211967140	Marijampolės kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	48
2014-2015	162	Marijampolės sav.	3911	Kolegija	211967140	Marijampolės kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	200
2014-2015	162	Marijampolės sav.	3911	Kolegija	211967140	Marijampolės kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	38
2014-2015	205	Panevėžio m. sav.	3911	Kolegija	111968437	Panevėžio kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	127
2014-2015	205	Panevėžio m. sav.	3911	Kolegija	111968437	Panevėžio kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	234
2014-2015	205	Panevėžio m. sav.	3911	Kolegija	111968437	Panevėžio kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	105
2014-2015	1197	Rietavo sav.	3911	Kolegija	111968394	Žemaitijos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	13
2014-2015	1197	Rietavo sav.	3911	Kolegija	111968394	Žemaitijos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	114
2014-2015	1197	Rietavo sav.	3911	Kolegija	111968394	Žemaitijos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	46
2014-2015	259	Šiaulių m. sav.	3911	Kolegija	111968241	Šiaulių valstybinė kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	223
2014-2015	259	Šiaulių m. sav.	3911	Kolegija	111968241	Šiaulių valstybinė kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	256
2014-2015	259	Šiaulių m. sav.	3911	Kolegija	111968241	Šiaulių valstybinė kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	301
2014-2015	259	Šiaulių m. sav.	3911	Kolegija	111966571	Viešoji įstaiga Šiaurės Lietuvos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	100
2014-2015	259	Šiaulių m. sav.	3911	Kolegija	111966571	Viešoji įstaiga Šiaurės Lietuvos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	16
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	35
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	30
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	43
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	14
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	227
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	59
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	4
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	8
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	21
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	15
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	153
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	20
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	1
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	7
2014-2015	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	60
2014-2015	449	Utenos r. sav.	3911	Kolegija	111965850	Utenos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	235
2014-2015	449	Utenos r. sav.	3911	Kolegija	111965850	Utenos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	226
2014-2015	449	Utenos r. sav.	3911	Kolegija	111965850	Utenos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	100
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111961987	"""Tarptautinė teisės ir verslo aukštoji mokykla"", UAB"	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	14
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111961987	"""Tarptautinė teisės ir verslo aukštoji mokykla"", UAB"	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	264
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	53
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	29
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	77
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111960928	Vilniaus dizaino kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	168
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	411
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	168
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	24
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	77
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	1131
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	469
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	211965470	Vilniaus kooperacijos kolegija, VšĮ	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	10
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	211965470	Vilniaus kooperacijos kolegija, VšĮ	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	98
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	211965470	Vilniaus kooperacijos kolegija, VšĮ	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	75
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111967673	Vilniaus technologijų ir dizaino kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	138
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111967673	Vilniaus technologijų ir dizaino kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	275
2014-2015	461	Vilniaus m. sav.	3911	Kolegija	111967673	Vilniaus technologijų ir dizaino kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	774
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	352
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	167
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	7
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111968775	"""KAZIMIERO SIMONAVIČIAUS UNIVERSITETAS"", UAB"	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	30
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111968775	"""KAZIMIERO SIMONAVIČIAUS UNIVERSITETAS"", UAB"	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	163
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111968775	"""KAZIMIERO SIMONAVIČIAUS UNIVERSITETAS"", UAB"	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	7
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111968775	"""KAZIMIERO SIMONAVIČIAUS UNIVERSITETAS"", UAB"	Socialinių mokslų studijų sritis			13	Vientisosios studijos	14
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	300975749	"Balstogės universiteto filialas ""Ekonomikos-informatikos fakultetas"""	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	34
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	300975749	"Balstogės universiteto filialas ""Ekonomikos-informatikos fakultetas"""	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	64
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	300975749	"Balstogės universiteto filialas ""Ekonomikos-informatikos fakultetas"""	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	49
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	211959040	Generolo Jono Žemaičio Lietuvos karo akademija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	82
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	211959040	Generolo Jono Žemaičio Lietuvos karo akademija	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	30
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	211959040	Generolo Jono Žemaičio Lietuvos karo akademija		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	2
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	6
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	45
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	637
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	1
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	4
2014-2015	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	16
